Datum deutsch	Nacht	Tag	Nacht	Sunrise Sommerzeit	Sunset Sommerzeit	Datum englisch
12.11.2019	08:34:10	08:48:02	06:37:48	08:34:10	17:22:12	2019-11-12
13.11.2019	08:36:04	08:44:31	06:39:25	08:36:04	17:20:35	2019-11-13
14.11.2019	08:37:57	08:41:04	06:40:59	08:37:57	17:19:01	2019-11-14
15.11.2019	08:39:49	08:37:39	06:42:32	08:39:49	17:17:28	2019-11-15
16.11.2019	08:41:40	08:34:18	06:44:02	08:41:40	17:15:58	2019-11-16
17.11.2019	08:43:31	08:31:00	06:45:29	08:43:31	17:14:31	2019-11-17
18.11.2019	08:45:21	08:27:44	06:46:55	08:45:21	17:13:05	2019-11-18
19.11.2019	08:47:10	08:24:33	06:48:17	08:47:10	17:11:43	2019-11-19
20.11.2019	08:48:59	08:21:24	06:49:37	08:48:59	17:10:23	2019-11-20
21.11.2019	08:50:46	08:18:19	06:50:55	08:50:46	17:09:05	2019-11-21
22.11.2019	08:52:32	08:15:19	06:52:09	08:52:32	17:07:51	2019-11-22
23.11.2019	08:54:17	08:12:22	06:53:21	08:54:17	17:06:39	2019-11-23
24.11.2019	08:56:00	08:09:30	06:54:30	08:56:00	17:05:30	2019-11-24
25.11.2019	08:57:43	08:06:41	06:55:36	08:57:43	17:04:24	2019-11-25
26.11.2019	08:59:23	08:03:58	06:56:39	08:59:23	17:03:21	2019-11-26
27.11.2019	09:01:02	08:01:19	06:57:39	09:01:02	17:02:21	2019-11-27
28.11.2019	09:02:40	07:58:45	06:58:35	09:02:40	17:01:25	2019-11-28
29.11.2019	09:04:16	07:56:15	06:59:29	09:04:16	17:00:31	2019-11-29
30.11.2019	09:05:50	07:53:51	07:00:19	09:05:50	16:59:41	2019-11-30
01.12.2019	09:07:22	07:51:31	07:01:07	09:07:22	16:58:53	2019-12-01
02.12.2019	09:08:52	07:49:18	07:01:50	09:08:52	16:58:10	2019-12-02
03.12.2019	09:10:19	07:47:10	07:02:31	09:10:19	16:57:29	2019-12-03
04.12.2019	09:11:45	07:45:07	07:03:08	09:11:45	16:56:52	2019-12-04
05.12.2019	09:13:08	07:43:11	07:03:41	09:13:08	16:56:19	2019-12-05
06.12.2019	09:14:29	07:41:20	07:04:11	09:14:29	16:55:49	2019-12-06
07.12.2019	09:15:48	07:39:35	07:04:37	09:15:48	16:55:23	2019-12-07
08.12.2019	09:17:03	07:37:57	07:05:00	09:17:03	16:55:00	2019-12-08
09.12.2019	09:18:16	07:36:25	07:05:19	09:18:16	16:54:41	2019-12-09
10.12.2019	09:19:27	07:34:59	07:05:34	09:19:27	16:54:26	2019-12-10
11.12.2019	09:20:34	07:33:40	07:05:46	09:20:34	16:54:14	2019-12-11
12.12.2019	09:21:38	07:32:28	07:05:54	09:21:38	16:54:06	2019-12-12
13.12.2019	09:22:40	07:31:22	07:05:58	09:22:40	16:54:02	2019-12-13
14.12.2019	09:23:38	07:30:24	07:05:58	09:23:38	16:54:02	2019-12-14
15.12.2019	09:24:33	07:29:32	07:05:55	09:24:33	16:54:05	2019-12-15
16.12.2019	09:25:25	07:28:47	07:05:48	09:25:25	16:54:12	2019-12-16
17.12.2019	09:26:14	07:28:09	07:05:37	09:26:14	16:54:23	2019-12-17
18.12.2019	09:26:59	07:27:39	07:05:22	09:26:59	16:54:38	2019-12-18
19.12.2019	09:27:40	07:27:16	07:05:04	09:27:40	16:54:56	2019-12-19
20.12.2019	09:28:19	07:27:00	07:04:41	09:28:19	16:55:19	2019-12-20
21.12.2019	09:28:53	07:26:52	07:04:15	09:28:53	16:55:45	2019-12-21
22.12.2019	09:29:25	07:26:49	07:03:46	09:29:25	16:56:14	2019-12-22
23.12.2019	09:29:52	07:26:56	07:03:12	09:29:52	16:56:48	2019-12-23
24.12.2019	09:30:16	07:27:09	07:02:35	09:30:16	16:57:25	2019-12-24
25.12.2019	09:30:36	07:27:29	07:01:55	09:30:36	16:58:05	2019-12-25
26.12.2019	09:30:53	07:27:56	07:01:11	09:30:53	16:58:49	2019-12-26
27.12.2019	09:31:05	07:28:32	07:00:23	09:31:05	16:59:37	2019-12-27
28.12.2019	09:31:14	07:29:14	06:59:32	09:31:14	17:00:28	2019-12-28
29.12.2019	09:31:20	07:30:02	06:58:38	09:31:20	17:01:22	2019-12-29
30.12.2019	09:31:21	07:30:59	06:57:40	09:31:21	17:02:20	2019-12-30
31.12.2019	09:31:19	07:32:02	06:56:39	09:31:19	17:03:21	2019-12-31
