Datum deutsch	Nacht	Tag	Nacht	Sunrise	Sunset	Mitternacht	Datum englisch
06.10.2019	07:24:20	11:15:35	05:20:05	07:24:20	18:39:55	00:00:00	2019-10-06
07.10.2019	07:26:09	11:11:22	05:22:29	07:26:09	18:37:31	00:00:00	2019-10-07
08.10.2019	07:27:58	11:07:10	05:24:52	07:27:58	18:35:08	00:00:00	2019-10-08
09.10.2019	07:29:48	11:02:58	05:27:14	07:29:48	18:32:46	00:00:00	2019-10-09
10.10.2019	07:31:37	10:58:47	05:29:36	07:31:37	18:30:24	00:00:00	2019-10-10
11.10.2019	07:33:27	10:54:36	05:31:57	07:33:27	18:28:03	00:00:00	2019-10-11
12.10.2019	07:35:18	10:50:24	05:34:18	07:35:18	18:25:42	00:00:00	2019-10-12
13.10.2019	07:37:09	10:46:13	05:36:38	07:37:09	18:23:22	00:00:00	2019-10-13
14.10.2019	07:39:00	10:42:03	05:38:57	07:39:00	18:21:03	00:00:00	2019-10-14
15.10.2019	07:40:51	10:37:54	05:41:15	07:40:51	18:18:45	00:00:00	2019-10-15
16.10.2019	07:42:42	10:33:45	05:43:33	07:42:42	18:16:27	00:00:00	2019-10-16
17.10.2019	07:44:34	10:29:37	05:45:49	07:44:34	18:14:11	00:00:00	2019-10-17
18.10.2019	07:46:27	10:25:28	05:48:05	07:46:27	18:11:55	00:00:00	2019-10-18
19.10.2019	07:48:19	10:21:21	05:50:20	07:48:19	18:09:40	00:00:00	2019-10-19
20.10.2019	07:50:12	10:17:14	05:52:34	07:50:12	18:07:26	00:00:00	2019-10-20
21.10.2019	07:52:05	10:13:08	05:54:47	07:52:05	18:05:13	00:00:00	2019-10-21
22.10.2019	07:53:59	10:09:02	05:56:59	07:53:59	18:03:01	00:00:00	2019-10-22
23.10.2019	07:55:52	10:04:58	05:59:10	07:55:52	18:00:50	00:00:00	2019-10-23
24.10.2019	07:57:46	10:00:54	06:01:20	07:57:46	17:58:40	00:00:00	2019-10-24
25.10.2019	07:59:41	09:56:51	06:03:28	07:59:41	17:56:32	00:00:00	2019-10-25
26.10.2019	08:01:35	09:52:49	06:05:36	08:01:35	17:54:24	00:00:00	2019-10-26
27.10.2019	07:03:30	09:48:48	07:07:42	07:03:30	16:52:18	00:00:00	2019-10-27
28.10.2019	07:05:25	09:44:49	07:09:46	07:05:25	16:50:14	00:00:00	2019-10-28
29.10.2019	07:07:20	09:40:50	07:11:50	07:07:20	16:48:10	00:00:00	2019-10-29
30.10.2019	07:09:15	09:36:53	07:13:52	07:09:15	16:46:08	00:00:00	2019-10-30
31.10.2019	07:11:10	09:32:58	07:15:52	07:11:10	16:44:08	00:00:00	2019-10-31
01.11.2019	07:13:06	09:29:02	07:17:52	07:13:06	16:42:08	00:00:00	2019-11-01
02.11.2019	07:15:01	09:25:10	07:19:49	07:15:01	16:40:11	00:00:00	2019-11-02
03.11.2019	07:16:57	09:21:18	07:21:45	07:16:57	16:38:15	00:00:00	2019-11-03
04.11.2019	07:18:52	09:17:29	07:23:39	07:18:52	16:36:21	00:00:00	2019-11-04
05.11.2019	07:20:48	09:13:40	07:25:32	07:20:48	16:34:28	00:00:00	2019-11-05
06.11.2019	07:22:43	09:09:54	07:27:23	07:22:43	16:32:37	00:00:00	2019-11-06
07.11.2019	07:24:38	09:06:10	07:29:12	07:24:38	16:30:48	00:00:00	2019-11-07
08.11.2019	07:26:33	09:02:28	07:30:59	07:26:33	16:29:01	00:00:00	2019-11-08
09.11.2019	07:28:28	08:58:48	07:32:44	07:28:28	16:27:16	00:00:00	2019-11-09
10.11.2019	07:30:22	08:55:10	07:34:28	07:30:22	16:25:32	00:00:00	2019-11-10
11.11.2019	07:32:17	08:51:34	07:36:09	07:32:17	16:23:51	00:00:00	2019-11-11
12.11.2019	07:34:10	08:48:02	07:37:48	07:34:10	16:22:12	00:00:00	2019-11-12
13.11.2019	07:36:04	08:44:31	07:39:25	07:36:04	16:20:35	00:00:00	2019-11-13
14.11.2019	07:37:57	08:41:04	07:40:59	07:37:57	16:19:01	00:00:00	2019-11-14
15.11.2019	07:39:49	08:37:39	07:42:32	07:39:49	16:17:28	00:00:00	2019-11-15
16.11.2019	07:41:40	08:34:18	07:44:02	07:41:40	16:15:58	00:00:00	2019-11-16
17.11.2019	07:43:31	08:31:00	07:45:29	07:43:31	16:14:31	00:00:00	2019-11-17
18.11.2019	07:45:21	08:27:44	07:46:55	07:45:21	16:13:05	00:00:00	2019-11-18
19.11.2019	07:47:10	08:24:33	07:48:17	07:47:10	16:11:43	00:00:00	2019-11-19
20.11.2019	07:48:59	08:21:24	07:49:37	07:48:59	16:10:23	00:00:00	2019-11-20
21.11.2019	07:50:46	08:18:19	07:50:55	07:50:46	16:09:05	00:00:00	2019-11-21
22.11.2019	07:52:32	08:15:19	07:52:09	07:52:32	16:07:51	00:00:00	2019-11-22
23.11.2019	07:54:17	08:12:22	07:53:21	07:54:17	16:06:39	00:00:00	2019-11-23
24.11.2019	07:56:00	08:09:30	07:54:30	07:56:00	16:05:30	00:00:00	2019-11-24
25.11.2019	07:57:43	08:06:41	07:55:36	07:57:43	16:04:24	00:00:00	2019-11-25
26.11.2019	07:59:23	08:03:58	07:56:39	07:59:23	16:03:21	00:00:00	2019-11-26
27.11.2019	08:01:02	08:01:19	07:57:39	08:01:02	16:02:21	00:00:00	2019-11-27
28.11.2019	08:02:40	07:58:45	07:58:35	08:02:40	16:01:25	00:00:00	2019-11-28
29.11.2019	08:04:16	07:56:15	07:59:29	08:04:16	16:00:31	00:00:00	2019-11-29
30.11.2019	08:05:50	07:53:51	08:00:19	08:05:50	15:59:41	00:00:00	2019-11-30
01.12.2019	08:07:22	07:51:31	08:01:07	08:07:22	15:58:53	00:00:00	2019-12-01
02.12.2019	08:08:52	07:49:18	08:01:50	08:08:52	15:58:10	00:00:00	2019-12-02
03.12.2019	08:10:19	07:47:10	08:02:31	08:10:19	15:57:29	00:00:00	2019-12-03
04.12.2019	08:11:45	07:45:07	08:03:08	08:11:45	15:56:52	00:00:00	2019-12-04
05.12.2019	08:13:08	07:43:11	08:03:41	08:13:08	15:56:19	00:00:00	2019-12-05
06.12.2019	08:14:29	07:41:20	08:04:11	08:14:29	15:55:49	00:00:00	2019-12-06
07.12.2019	08:15:48	07:39:35	08:04:37	08:15:48	15:55:23	00:00:00	2019-12-07
08.12.2019	08:17:03	07:37:57	08:05:00	08:17:03	15:55:00	00:00:00	2019-12-08
09.12.2019	08:18:16	07:36:25	08:05:19	08:18:16	15:54:41	00:00:00	2019-12-09
10.12.2019	08:19:27	07:34:59	08:05:34	08:19:27	15:54:26	00:00:00	2019-12-10
11.12.2019	08:20:34	07:33:40	08:05:46	08:20:34	15:54:14	00:00:00	2019-12-11
12.12.2019	08:21:38	07:32:28	08:05:54	08:21:38	15:54:06	00:00:00	2019-12-12
13.12.2019	08:22:40	07:31:22	08:05:58	08:22:40	15:54:02	00:00:00	2019-12-13
14.12.2019	08:23:38	07:30:24	08:05:58	08:23:38	15:54:02	00:00:00	2019-12-14
15.12.2019	08:24:33	07:29:32	08:05:55	08:24:33	15:54:05	00:00:00	2019-12-15
16.12.2019	08:25:25	07:28:47	08:05:48	08:25:25	15:54:12	00:00:00	2019-12-16
17.12.2019	08:26:14	07:28:09	08:05:37	08:26:14	15:54:23	00:00:00	2019-12-17
18.12.2019	08:26:59	07:27:39	08:05:22	08:26:59	15:54:38	00:00:00	2019-12-18
19.12.2019	08:27:40	07:27:16	08:05:04	08:27:40	15:54:56	00:00:00	2019-12-19
20.12.2019	08:28:19	07:27:00	08:04:41	08:28:19	15:55:19	00:00:00	2019-12-20
21.12.2019	08:28:53	07:26:52	08:04:15	08:28:53	15:55:45	00:00:00	2019-12-21
22.12.2019	08:29:25	07:26:49	08:03:46	08:29:25	15:56:14	00:00:00	2019-12-22
23.12.2019	08:29:52	07:26:56	08:03:12	08:29:52	15:56:48	00:00:00	2019-12-23
24.12.2019	08:30:16	07:27:09	08:02:35	08:30:16	15:57:25	00:00:00	2019-12-24
25.12.2019	08:30:36	07:27:29	08:01:55	08:30:36	15:58:05	00:00:00	2019-12-25
26.12.2019	08:30:53	07:27:56	08:01:11	08:30:53	15:58:49	00:00:00	2019-12-26
27.12.2019	08:31:05	07:28:32	08:00:23	08:31:05	15:59:37	00:00:00	2019-12-27
28.12.2019	08:31:14	07:29:14	07:59:32	08:31:14	16:00:28	00:00:00	2019-12-28
29.12.2019	08:31:20	07:30:02	07:58:38	08:31:20	16:01:22	00:00:00	2019-12-29
30.12.2019	08:31:21	07:30:59	07:57:40	08:31:21	16:02:20	00:00:00	2019-12-30
31.12.2019	08:31:19	07:32:02	07:56:39	08:31:19	16:03:21	00:00:00	2019-12-31
