Datum deutsch	Nacht	Tag	Nacht	Sunrise Winterzeit	Sunset Winterzeit	Datum englisch
12.11.2019	07:34:10	08:48:02	07:37:48	07:34:10	16:22:12	2019-11-12
13.11.2019	07:36:04	08:44:31	07:39:25	07:36:04	16:20:35	2019-11-13
14.11.2019	07:37:57	08:41:04	07:40:59	07:37:57	16:19:01	2019-11-14
15.11.2019	07:39:49	08:37:39	07:42:32	07:39:49	16:17:28	2019-11-15
16.11.2019	07:41:40	08:34:18	07:44:02	07:41:40	16:15:58	2019-11-16
17.11.2019	07:43:31	08:31:00	07:45:29	07:43:31	16:14:31	2019-11-17
18.11.2019	07:45:21	08:27:44	07:46:55	07:45:21	16:13:05	2019-11-18
19.11.2019	07:47:10	08:24:33	07:48:17	07:47:10	16:11:43	2019-11-19
20.11.2019	07:48:59	08:21:24	07:49:37	07:48:59	16:10:23	2019-11-20
21.11.2019	07:50:46	08:18:19	07:50:55	07:50:46	16:09:05	2019-11-21
22.11.2019	07:52:32	08:15:19	07:52:09	07:52:32	16:07:51	2019-11-22
23.11.2019	07:54:17	08:12:22	07:53:21	07:54:17	16:06:39	2019-11-23
24.11.2019	07:56:00	08:09:30	07:54:30	07:56:00	16:05:30	2019-11-24
25.11.2019	07:57:43	08:06:41	07:55:36	07:57:43	16:04:24	2019-11-25
26.11.2019	07:59:23	08:03:58	07:56:39	07:59:23	16:03:21	2019-11-26
27.11.2019	08:01:02	08:01:19	07:57:39	08:01:02	16:02:21	2019-11-27
28.11.2019	08:02:40	07:58:45	07:58:35	08:02:40	16:01:25	2019-11-28
29.11.2019	08:04:16	07:56:15	07:59:29	08:04:16	16:00:31	2019-11-29
30.11.2019	08:05:50	07:53:51	08:00:19	08:05:50	15:59:41	2019-11-30
01.12.2019	08:07:22	07:51:31	08:01:07	08:07:22	15:58:53	2019-12-01
02.12.2019	08:08:52	07:49:18	08:01:50	08:08:52	15:58:10	2019-12-02
03.12.2019	08:10:19	07:47:10	08:02:31	08:10:19	15:57:29	2019-12-03
04.12.2019	08:11:45	07:45:07	08:03:08	08:11:45	15:56:52	2019-12-04
05.12.2019	08:13:08	07:43:11	08:03:41	08:13:08	15:56:19	2019-12-05
06.12.2019	08:14:29	07:41:20	08:04:11	08:14:29	15:55:49	2019-12-06
07.12.2019	08:15:48	07:39:35	08:04:37	08:15:48	15:55:23	2019-12-07
08.12.2019	08:17:03	07:37:57	08:05:00	08:17:03	15:55:00	2019-12-08
09.12.2019	08:18:16	07:36:25	08:05:19	08:18:16	15:54:41	2019-12-09
10.12.2019	08:19:27	07:34:59	08:05:34	08:19:27	15:54:26	2019-12-10
11.12.2019	08:20:34	07:33:40	08:05:46	08:20:34	15:54:14	2019-12-11
12.12.2019	08:21:38	07:32:28	08:05:54	08:21:38	15:54:06	2019-12-12
13.12.2019	08:22:40	07:31:22	08:05:58	08:22:40	15:54:02	2019-12-13
14.12.2019	08:23:38	07:30:24	08:05:58	08:23:38	15:54:02	2019-12-14
15.12.2019	08:24:33	07:29:32	08:05:55	08:24:33	15:54:05	2019-12-15
16.12.2019	08:25:25	07:28:47	08:05:48	08:25:25	15:54:12	2019-12-16
17.12.2019	08:26:14	07:28:09	08:05:37	08:26:14	15:54:23	2019-12-17
18.12.2019	08:26:59	07:27:39	08:05:22	08:26:59	15:54:38	2019-12-18
19.12.2019	08:27:40	07:27:16	08:05:04	08:27:40	15:54:56	2019-12-19
20.12.2019	08:28:19	07:27:00	08:04:41	08:28:19	15:55:19	2019-12-20
21.12.2019	08:28:53	07:26:52	08:04:15	08:28:53	15:55:45	2019-12-21
22.12.2019	08:29:25	07:26:49	08:03:46	08:29:25	15:56:14	2019-12-22
23.12.2019	08:29:52	07:26:56	08:03:12	08:29:52	15:56:48	2019-12-23
24.12.2019	08:30:16	07:27:09	08:02:35	08:30:16	15:57:25	2019-12-24
25.12.2019	08:30:36	07:27:29	08:01:55	08:30:36	15:58:05	2019-12-25
26.12.2019	08:30:53	07:27:56	08:01:11	08:30:53	15:58:49	2019-12-26
27.12.2019	08:31:05	07:28:32	08:00:23	08:31:05	15:59:37	2019-12-27
28.12.2019	08:31:14	07:29:14	07:59:32	08:31:14	16:00:28	2019-12-28
29.12.2019	08:31:20	07:30:02	07:58:38	08:31:20	16:01:22	2019-12-29
30.12.2019	08:31:21	07:30:59	07:57:40	08:31:21	16:02:20	2019-12-30
31.12.2019	08:31:19	07:32:02	07:56:39	08:31:19	16:03:21	2019-12-31
