Datum deutsch	Nacht	Tag	Nacht	Sunrise Winterzeit	Sunset Winterzeit	Datum englisch
12.11.2019	07:46:36	08:38:50	07:34:34	07:46:36	16:25:26	2019-11-12
13.11.2019	07:48:35	08:35:08	07:36:17	07:48:35	16:23:43	2019-11-13
14.11.2019	07:50:34	08:31:29	07:37:57	07:50:34	16:22:03	2019-11-14
15.11.2019	07:52:31	08:27:54	07:39:35	07:52:31	16:20:25	2019-11-15
16.11.2019	07:54:29	08:24:21	07:41:10	07:54:29	16:18:50	2019-11-16
17.11.2019	07:56:25	08:20:52	07:42:43	07:56:25	16:17:17	2019-11-17
18.11.2019	07:58:20	08:17:26	07:44:14	07:58:20	16:15:46	2019-11-18
19.11.2019	08:00:15	08:14:03	07:45:42	08:00:15	16:14:18	2019-11-19
20.11.2019	08:02:09	08:10:44	07:47:07	08:02:09	16:12:53	2019-11-20
21.11.2019	08:04:01	08:07:29	07:48:30	08:04:01	16:11:30	2019-11-21
22.11.2019	08:05:52	08:04:18	07:49:50	08:05:52	16:10:10	2019-11-22
23.11.2019	08:07:42	08:01:11	07:51:07	08:07:42	16:08:53	2019-11-23
24.11.2019	08:09:31	07:58:09	07:52:20	08:09:31	16:07:40	2019-11-24
25.11.2019	08:11:18	07:55:11	07:53:31	08:11:18	16:06:29	2019-11-25
26.11.2019	08:13:04	07:52:17	07:54:39	08:13:04	16:05:21	2019-11-26
27.11.2019	08:14:48	07:49:28	07:55:44	08:14:48	16:04:16	2019-11-27
28.11.2019	08:16:30	07:46:45	07:56:45	08:16:30	16:03:15	2019-11-28
29.11.2019	08:18:10	07:44:07	07:57:43	08:18:10	16:02:17	2019-11-29
30.11.2019	08:19:49	07:41:33	07:58:38	08:19:49	16:01:22	2019-11-30
01.12.2019	08:21:25	07:39:06	07:59:29	08:21:25	16:00:31	2019-12-01
02.12.2019	08:22:59	07:36:44	08:00:17	08:22:59	15:59:43	2019-12-02
03.12.2019	08:24:31	07:34:27	08:01:02	08:24:31	15:58:58	2019-12-03
04.12.2019	08:26:00	07:32:18	08:01:42	08:26:00	15:58:18	2019-12-04
05.12.2019	08:27:27	07:30:14	08:02:19	08:27:27	15:57:41	2019-12-05
06.12.2019	08:28:52	07:28:15	08:02:53	08:28:52	15:57:07	2019-12-06
07.12.2019	08:30:13	07:26:25	08:03:22	08:30:13	15:56:38	2019-12-07
08.12.2019	08:31:32	07:24:40	08:03:48	08:31:32	15:56:12	2019-12-08
09.12.2019	08:32:48	07:23:02	08:04:10	08:32:48	15:55:50	2019-12-09
10.12.2019	08:34:01	07:21:31	08:04:28	08:34:01	15:55:32	2019-12-10
11.12.2019	08:35:11	07:20:07	08:04:42	08:35:11	15:55:18	2019-12-11
12.12.2019	08:36:18	07:18:49	08:04:53	08:36:18	15:55:07	2019-12-12
13.12.2019	08:37:22	07:17:39	08:04:59	08:37:22	15:55:01	2019-12-13
14.12.2019	08:38:22	07:16:37	08:05:01	08:38:22	15:54:59	2019-12-14
15.12.2019	08:39:19	07:15:42	08:04:59	08:39:19	15:55:01	2019-12-15
16.12.2019	08:40:12	07:14:54	08:04:54	08:40:12	15:55:06	2019-12-16
17.12.2019	08:41:02	07:14:14	08:04:44	08:41:02	15:55:16	2019-12-17
18.12.2019	08:41:48	07:13:42	08:04:30	08:41:48	15:55:30	2019-12-18
19.12.2019	08:42:30	07:13:18	08:04:12	08:42:30	15:55:48	2019-12-19
20.12.2019	08:43:09	07:13:00	08:03:51	08:43:09	15:56:09	2019-12-20
21.12.2019	08:43:44	07:12:51	08:03:25	08:43:44	15:56:35	2019-12-21
22.12.2019	08:44:15	07:12:50	08:02:55	08:44:15	15:57:05	2019-12-22
23.12.2019	08:44:43	07:12:55	08:02:22	08:44:43	15:57:38	2019-12-23
24.12.2019	08:45:06	07:13:10	08:01:44	08:45:06	15:58:16	2019-12-24
25.12.2019	08:45:25	07:13:32	08:01:03	08:45:25	15:58:57	2019-12-25
26.12.2019	08:45:41	07:14:01	08:00:18	08:45:41	15:59:42	2019-12-26
27.12.2019	08:45:53	07:14:38	07:59:29	08:45:53	16:00:31	2019-12-27
28.12.2019	08:46:00	07:15:23	07:58:37	08:46:00	16:01:23	2019-12-28
29.12.2019	08:46:04	07:16:15	07:57:41	08:46:04	16:02:19	2019-12-29
30.12.2019	08:46:04	07:17:15	07:56:41	08:46:04	16:03:19	2019-12-30
31.12.2019	08:46:00	07:18:22	07:55:38	08:46:00	16:04:22	2019-12-31
